"Kods","RegNr","Regions","Nosaukums","Adrese","Epasts","Talrunis","DirektoraVards","DirektoraUzvards","Plusma","Izglitojamie","Urbanizacija"
201322,"4313902768","Rīgas reģions","Garkalnes Mākslu un vispārizglītojošā vidusskola","VIDZEMES ŠOSEJA 34, GARKALNE, GARKALNES NOVADS, LV-2137","garkalne@latnet.lv","67998480","LAIMNESIS","BRUĢIS","LK",249,"pilseta"
201323,"4313902863","Rīgas reģions","Siguldas pilsētas vidusskola","ATA KRONVALDA IELA 7, SIGULDA, SIGULDAS NOVADS, LV-2150","spv@sigulda.lv","67972419 67972544 67974384","ŅINA","BALODE","Latviešu",707,"pilseta"
201324,"4313902967","Rīgas reģions","Mālpils novada vidusskola","SPORTA IELA 1, MĀLPILS, MĀLPILS NOVADS, LV-2152","vidusskola@malpils.lv","67925340","LILITA","JOMERTE","Latviešu",340,"pilseta"
201381,"4313800383","Rīgas reģions","Privātā vidusskola Ādažu Brīvā Valdorfa skola","PIRMĀ IELA 26A, ĀDAŽI, ĀDAŽU NOVADS, LV-2164","skola@abvs.lv","67904814","INGA","ZEMĪTE","Latviešu",302,"pilseta"
201581,"4315803006","Rīgas reģions","Privātā Tālmācības vidusskola ""Mana vidusskola""","SKOLAS IELA 6, BALOŽI, ĶEKAVAS NOVADS, LV-2112","info@manavidusskola.lv","26626613","INGŪNA","LIPSKA","Latviešu",114,"lauki"
202201,"4322901045","Rīgas reģions","Piejūras internātpamatskola","SIGUĻI, CARNIKAVAS NOVADS, LV-2163","csi@carnikava.lv","67147872, 67956366","JURIS","KRASTIŅŠ","LK",24,"lauki"
202202,"4322901127","Rīgas reģions","Gaismas internātpamatskola","KAUDZĪŠU IELA 31, RUMBULA, STOPIŅU NOVADS, LV-2121","gaismask@latnet.lv","67703825","VITA","FELSBERGA","Latviešu",82,"lauki"
202301,"4323901692","Rīgas reģions","Upesleju internātpamatskola - rehabilitācijas centrs","UPESLEJAS, STOPIŅU NOVADS, LV-2118","skola@upeslejuskola.lv","67956088, 67956889","IRĒNA","FRANKOVIČA","Latviešu",122,"lauki"
231102,"4311900252","Rīgas reģions","Milzkalnes sākumskola","MILZKALNE, SMĀRDES PAGASTS, ENGURES NOVADS, LV-3148","milzkalnes.skola@kopideja.lv","63182273","HARIJS","BELCĀNS","Latviešu",90,"lauki"
231103,"4311900233","Rīgas reģions","Sēmes sākumskola","EZERA IELA 17, SĒME, SĒMES PAGASTS, TUKUMA NOVADS, LV-3110","semesskola@kopideja.lv","63181611","NATĀLIJA","LIEPIŅA","Latviešu",41,"lauki"
231202,"4312900232","Rīgas reģions","Tukuma E.Birznieka-Upīša 1. pamatskola","LIELĀ IELA 9, TUKUMS, TUKUMA NOVADS, LV-3101","ebus1@tukuma1psk.lv","63122189","AINA","OZERINSKA","Latviešu",329,"pilseta"
231205,"4312900231","Rīgas reģions","Cēres pamatskola","CĒRES SKOLA, CĒRE, CĒRES PAGASTS, KANDAVAS NOVADS, LV-3122","jutta_cere@inbox.lv","63154995","JUTA","REINSONE","Latviešu",72,"lauki"
231208,"4312900208","Rīgas reģions","Lapmežciema pamatskola","LIEPU IELA 2a, LAPMEŽCIEMS, LAPMEŽCIEMA PAGASTS, ENGURES NOVADS, LV-3118","skola@lapmezciems.lv","26005864, 25553874","RAIMONDS","ARĀJS","Latviešu",139,"lauki"
231212,"4312900227","Rīgas reģions","Pūres pamatskola","PŪRES PAGASTS, TUKUMA NOVADS, LV-3124","purespsk@apollo.lv","63191223","DACE","STRAZDIŅA","Latviešu",208,"lauki"
231213,"4312900209","Rīgas reģions","Smārdes pamatskola","SMĀRDE, SMĀRDES PAGASTS, ENGURES NOVADS, LV-3129","smardesskola@enguresnovads.lv","63192131","GUNTA","LĀCE","Latviešu",161,"lauki"
231215,"4312900251","Rīgas reģions","Vānes pamatskola","Prātnieki, VĀNE, VĀNES PAGASTS, KANDAVAS NOVADS, LV-3131","vanepsk@tukums.parks.lv","63155148, 63155142","IVARS","LASIS","Latviešu",76,"lauki"
231216,"4312900246","Rīgas reģions","Kandavas novada Zantes pamatskola","SKOLAS IELA 14, ZANTE, ZANTES PAGASTS, KANDAVAS NOVADS, LV-3134","zantskola@inbox.lv","63155309","KRISTĪNE","ELKSNĪTE","Latviešu",89,"lauki"
231218,"4312900210","Rīgas reģions","Zemītes pamatskola","Pils, ZEMĪTE, ZEMĪTES PAGASTS, KANDAVAS NOVADS, LV-3135","zemitepsk@kopideja.lv","63155356","MARUTA","VILUMSONE","Latviešu",57,"lauki"
231222,"4312902393","Rīgas reģions","Tukuma 2. pamatskola","J. RAIŅA IELA 3A, TUKUMS, TUKUMA NOVADS, LV-3101","2.pamatskola@apollo.lv","63125374, 63125351","DZINTRA","RĪBENA","Latviešu",486,"pilseta"
231223,"4312900238","Rīgas reģions","Tukuma 3. pamatskola","LIELĀ IELA 18, TUKUMS, TUKUMA NOVADS, LV-3101","tuk3psk@kopideja.lv","63122477, 63122337","AINA","KOVAĻENOKA","LK",190,"pilseta"
231224,"4312900235","Rīgas reģions","Džūkstes pamatskola","DŽŪKSTE, DŽŪKSTES PAGASTS, TUKUMA NOVADS, LV-3147","dzukstevsk@tukums.parks.lv","63154656","INTA","ASARE","Latviešu",128,"lauki"
231301,"4313900205","Rīgas reģions","Kandavas Kārļa Mīlenbaha vidusskola","SKOLAS IELA 10, KANDAVA, KANDAVAS NOVADS, LV-3120","kandvid@tukums.parks.lv","63181887","DAIGA","PUGA","Latviešu",436,"pilseta"
231302,"4316902392","Rīgas reģions","Tukuma Raiņa ģimnāzija","J. RAIŅA IELA 3, TUKUMS, TUKUMA NOVADS, LV-3101","gimnazija@tukumagimn.lv","63122396, 63122003","SIGITA","KŪLA","Latviešu",286,"pilseta"
231303,"4313900224","Rīgas reģions","Tukuma 2. vidusskola","RAUDAS IELA 16, TUKUMS, TUKUMA NOVADS, LV-3100","vidusskola@t2v.lv","63123084","ANITA","LOCĀNE","Latviešu",728,"pilseta"
231305,"4313900228","Rīgas reģions","Engures vidusskola","SKOLAS IELA 7, ENGURE, ENGURES PAGASTS, ENGURES NOVADS, LV-3113","vidusskola@engure.lv","63161231","ILZE","KALNOZOLA","Latviešu",260,"lauki"
231306,"4313900229","Rīgas reģions","Irlavas vidusskola","IRLAVAS PAGASTS, TUKUMA NOVADS, LV-3137","irlavas.vidusskola@inbox.lv","63154859, 63154871","SKAIDRĪTE","GULBE","Latviešu",154,"lauki"
231307,"4313900207","Rīgas reģions","Jaunpils vidusskola","JAUNPILS, JAUNPILS PAGASTS, JAUNPILS NOVADS, LV-3145","jaunpvsk@latnet.lv","63162193","JĀNIS","LIEPIŅŠ","Latviešu",238,"lauki"
231308,"4313900250","Rīgas reģions","Zemgales vidusskola","SLAMPES PAGASTS, TUKUMA NOVADS, LV-3119","zevidzevid@inbox.lv","63198510","LIENE","UČELNIECE","Latviešu",251,"lauki"
231309,"4313900352","Rīgas reģions","Kandavas internātvidusskola","TALSU IELA 18, KANDAVA, KANDAVAS NOVADS, LV-3120","kandavas_ivs@apollo.lv","63182049","ELITA","LAVRINOVIČA","Latviešu",338,"pilseta"
231311,"4313900230","Rīgas reģions","Tumes vidusskola","SKOLAS IELA 1C, TUME, TUMES PAGASTS, TUKUMA NOVADS, LV-3139","tumesvsk@infonet.lv","63193397","INGA","DĀVIDSONE","Latviešu",237,"lauki"
231401,"4314900206","Rīgas reģions","Tukuma Vakara un neklātienes vidusskola","ZEMĪTES IELA 5/1, TUKUMS, TUKUMA NOVADS, LV-3104","vakarskola.tukums@infonet.lv","63129196 63129194","SILVA","FREIMANE","Latviešu",346,"pilseta"
232201,"4322900223","Rīgas reģions","Tukuma internātpamatskola","RAUDAS IELA 6, TUKUMS, TUKUMA NOVADS, LV-3101","tukspecsk@kopideja.lv","63125547","MARITA","ROZENBERGA","Latviešu",109,"pilseta"
232202,"4322900212","Rīgas reģions","Dzirciema internātpamatskola","LAMIŅI, PŪRES PAGASTS, TUKUMA NOVADS, LV-3124","dzskola@infonet.lv","63155211","ROMUSIS","BALANAS","Latviešu",68,"lauki"
021101,"4411900920","Vidzemes reģions","Alūksnes pilsētas sākumskola","LIELĀ EZERA IELA 26, ALŪKSNE, ALŪKSNES NOVADS, LV-4301","sakumskola@aluksne.lv","64324403","ANITA","JUNKURE","Latviešu",388,"pilseta"
021202,"4412900909","Vidzemes reģions","Bejas pamatskola","BEJA, JAUNALŪKSNES PAGASTS, ALŪKSNES NOVADS, LV-4350","direktors.beja@aluksne.edu.lv","64354442 64354406","SILVIJA","AIZUPE","Latviešu",78,"lauki"
021203,"4412900908","Vidzemes reģions","Malienas pamatskola","""Brenci 7"", BRENCI, MALIENAS PAGASTS, ALŪKSNES NOVADS, LV-4359","skola.mal@aluksne.edu.lv","64354315","ILZE","ANDRONOVA","Latviešu",57,"lauki"
021204,"4412900903","Vidzemes reģions","Mārkalnes pamatskola","Pūcīte, MĀRKALNE, MĀRKALNES PAGASTS, ALŪKSNES NOVADS, LV-4351","direkt.mark@ aluksne.edu.lv","64354480","SANITA","SILIROVA","Latviešu",39,"lauki"
021205,"4412900912","Vidzemes reģions","Pededzes pamatskola","Rūķi, PEDEDZE, PEDEDZES PAGASTS, ALŪKSNES NOVADS, LV-4352","direktors.ped@aluksne.edu.lv","64324339","SELGA","BĪBERE","LK",59,"lauki"
021206,"4412900906","Vidzemes reģions","Strautiņu pamatskola","STRAUTIŅI, ALSVIĶU PAGASTS, ALŪKSNES NOVADS, LV-4333","direktors.str@aluksne.edu.lv","64300830","INGRĪDA","PEDECE","Latviešu",99,"lauki"
021207,"4412900904","Vidzemes reģions","Trapenes pamatskola","TRAPENE, TRAPENES PAGASTS, APES NOVADS, LV-4348","trapenesskola@ape.lv, aiwaros26@inbox.lv","64329080","AIVARS","MALTAVNIEKS","Latviešu",54,"lauki"
021210,"4412900914","Vidzemes reģions","Ziemeru pamatskola","MĀRIŅKALNS, ZIEMERA PAGASTS, ALŪKSNES NOVADS, LV-4332","skola.ziem@aluksne.edu.lv","64381298, 64322696","ELVĪRA","AIZUPE","Latviešu",65,"lauki"
021211,"4412900905","Vidzemes reģions","Ilzenes pamatskola","Zinīši, JAUNZEMI, ILZENES PAGASTS, ALŪKSNES NOVADS, LV-4344","direktore.ilz@aluksne.edu.lv","64354585","INESE","ŽĪGURE","Latviešu",34,"lauki"
021212,"4412900919","Vidzemes reģions","Liepnas internātpamatskola","""Cielaviņas"", LIEPNA, LIEPNAS PAGASTS, ALŪKSNES NOVADS, LV-4354","direktors.lis@aluksne.edu.lv","64329179","INA","AIZUPE","Latviešu",76,"lauki"
021213,"4412900911","Vidzemes reģions","Vidagas Sikšņu pamatskola","VIDAGA, VIREŠU PAGASTS, APES NOVADS, LV-4355","siksnu.skola@ape.lv","64307310, 64307311","UNA","REĶE","Latviešu",32,"lauki"
021216,"4412900907","Vidzemes reģions","Mālupes pamatskola","MĀLUPE, MĀLUPES PAGASTS, ALŪKSNES NOVADS, LV-4358","direktors.mupe@aluksne.edu.lv","64322382","BROŅISLAVS","ANDRANOVS","Latviešu",38,"lauki"
021217,"4412900918","Vidzemes reģions","Jaunlaicenes pamatskola","""Lazdiņas"", JAUNLAICENE, JAUNLAICENES PAGASTS, ALŪKSNES NOVADS, LV-4336","skola@jaunlaicene.lv","64354965","DAIGA","BIRKENBERGA","Latviešu",46,"lauki"
021219,"4412902908","Vidzemes reģions","Jaunannas Mūzikas un mākslas pamatskola","""Zvaniņi"", JAUNANNAS PAGASTS, ALŪKSNES NOVADS, LV-4340","direktors.jan@aluksne.edu.lv","26489927","JANĪNA","PUŽULE","Latviešu",38,"lauki"
021301,"4419900900","Vidzemes reģions","Ernsta Glika Alūksnes Valsts ģimnāzija","GLIKA IELA 10, ALŪKSNE, ALŪKSNES NOVADS, LV-4301","avg@aluksne.edu.lv","64307100","DAINA","DUBRE-DOBRE","Latviešu",330,"pilseta"
021303,"4413900899","Vidzemes reģions","Dāvja Ozoliņa Apes vidusskola","PASTA IELA 26, APE, APES NOVADS, LV-4337","apes.vidusskola@ape.edu.lv","64355109","DINA","MEISTERE","Latviešu",136,"pilseta"
021304,"4413900898","Vidzemes reģions","Ojāra Vācieša Gaujienas vidusskola","GAUJIENA, GAUJIENAS PAGASTS, APES NOVADS, LV-4339","gaujiena.vidusskola@ape.lv","64381157","IEVA","ZARIŅA","Latviešu",87,"lauki"
021305,"4413900902","Vidzemes reģions","Liepnas vidusskola","LIEPNA, LIEPNAS PAGASTS, ALŪKSNES NOVADS, LV-4354","lvs@aluksne.edu.lv","64307074","LIENE","STABINGE","Latviešu",74,"lauki"
021306,"4413902870","Vidzemes reģions","Alūksnes novada vidusskola","KANAVIŅU IELA 14, ALŪKSNE, ALŪKSNES NOVADS, LV-4301","sekret.alvsk@aluksne.edu.lv","64381669","ILZE","LĪVIŅA","Latviešu",227,"pilseta"
022201,"4422900921","Vidzemes reģions","Gaujienas internātpamatskola","GAUJIENA, GAUJIENAS PAGASTS, APES NOVADS, LV-4339","direktors.gis@aluksne.edu.lv","64381154, 64381039","VITA","ANDERSONE","Latviešu",74,"lauki"
051103,"4411900344","Vidzemes reģions","Amatas novada Drabešu sākumskola","PARKA IELA 1, LĪVI, DRABEŠU PAGASTS, AMATAS NOVADS, LV-4101","drabesusakumskola@inbox.lv","29228334, 24116848","LAILA","RAISKA","Latviešu",44,"lauki"
051104,"4411901845","Vidzemes reģions","Cēsu pilsētas Pastariņa sākumskola","BĒRZAINES IELA 5, CĒSIS, CĒSU NOVADS, LV-4101","pastarsk@skolas.cesis.lv","64122409","RAVITA","BLAŽEVICA","Latviešu",222,"pilseta"
051181,"4411802932","Vidzemes reģions","Cēsu Jaunā sākumskola","ZIEMEĻU IELA 16, CĒSIS, CĒSU NOVADS, LV-4101","info@jaunaskola.lv","26558695","DANA","NARVAIŠA","Latviešu",68,"pilseta"
051201,"4412900314","Vidzemes reģions","Cēsu 1. pamatskola","BĒRZAINES IELA 5, CĒSIS, CĒSU NOVADS, LV-4101","cesis1sk@skolas.cesis.lv","64120467","ANNA","BŪRE","Latviešu",363,"pilseta"
051202,"4412900331","Vidzemes reģions","Cēsu 2. pamatskola","BĒRZAINES IELA 5, CĒSIS, CĒSU NOVADS, LV-4101","cesu2psk@skolas.cesis.lv","64123880, 64122647","OJĀRS","BICĀNS","Latviešu",386,"pilseta"
051204,"4412900317","Vidzemes reģions","Drustu pamatskola","SKOLAS IELA 7, DRUSTI, DRUSTU PAGASTS, RAUNAS NOVADS, LV-4132","IZM0512900317@skolas.lv","26348213","AIDA","VAŠILE","Latviešu",76,"lauki"
051208,"4412900320","Vidzemes reģions","Līvu pamatskola","BĒRZAINES IELA 5, CĒSIS, CĒSU NOVADS, LV-4101","livi@skolas.cesis.lv","64107083","ANTRA","GABRANOVA","Latviešu",72,"pilseta"
051209,"4412900330","Vidzemes reģions","Mārsnēnu pamatskola","""Gaismas"", MĀRSNĒNI, MĀRSNĒNU PAGASTS, PRIEKUĻU NOVADS, LV-4129","marsn.skola@priekulunovads.lv","64129127","ZOJA","VIRSKULE","Latviešu",42,"lauki"
051213,"4412900328","Vidzemes reģions","Amatas pamatskola","EZERA IELA 17, SĒME, SĒMES PAGASTS, TUKUMA NOVADS, LV-3110","amatask@inbox.lv","64129376, 20250070","INDARS","UPĪTS","Latviešu",88,"lauki"
051214,"4412900322","Vidzemes reģions","Sērmūkšu pamatskola","SĒRMŪKŠI, SKUJENES PAGASTS, AMATAS NOVADS, LV-4143","sermuksi7@inbox.lv","64125982","ILZE","ŠMATE","Latviešu",35,"lauki"
051215,"4412900318","Vidzemes reģions","Skujenes pamatskola","VECSKUJENE, SKUJENES PAGASTS, AMATAS NOVADS, LV-4144","anda.lukstina@vecpiebalga.lv","64125748","ANDA","LUKSTIŅA","Latviešu",47,"lauki"
051216,"4412900315","Vidzemes reģions","Straupes pamatskola","""Mazstraupes pils"", STRAUPE, STRAUPES PAGASTS, PĀRGAUJAS NOVADS, LV-4152","skola@strsk.edu.lv","64134157","LIGITA","KRŪMIŅA","Latviešu",94,"lauki"
051218,"4412900316","Vidzemes reģions","Zaubes pamatskola","Bērzaines, ZAUBE, ZAUBES PAGASTS, AMATAS NOVADS, LV-4113","zaubesk@hawk.lv","64145541, 64145486","VITA","KRŪMIŅA","Latviešu",45,"lauki"
051219,"4412900349","Vidzemes reģions","Drabešu internātpamatskola","DRABEŠI, DRABEŠU PAGASTS, AMATAS NOVADS, LV-4101","drabesuskola@inbox.lv","64107966","SARMĪTE","ČEMME","Latviešu",51,"lauki"
051221,"4412900332","Vidzemes reģions","Taurenes pamatskola","KRASTA IELA 2, TAURENE, TAURENES PAGASTS, VECPIEBALGAS NOVADS, LV-4119","taurene.skola@vecpiebalga.lv","64170249","LILITA","OZOLIŅA","Latviešu",64,"lauki"
051224,"4412901151","Vidzemes reģions","Inešu pamatskola","""Zemnieki"", INEŠI, INEŠU PAGASTS, VECPIEBALGAS NOVADS, LV-4123","gunta.dadeika@vecpiebalga.lv","64129326","GUNTA","DADEIKA","Latviešu",38,"lauki"
051226,"4412900319","Vidzemes reģions","Rāmuļu pamatskola","BĒRZAINES IELA 5, CĒSIS, CĒSU NOVADS, LV-4101","ramulu_skola@inbox.lv","64129511","IJA","BRAMMANE","Latviešu",86,"pilseta"
051227,"4412900324","Vidzemes reģions","Liepas pamatskola","RŪPNĪCAS IELA 12, LIEPA, LIEPAS PAGASTS, PRIEKUĻU NOVADS, LV-4128","liepasskola@priekulunovads.lv","64195444","KRISTĪNE","REBINOVA","LK",160,"lauki"
051229,"4412903034","Vidzemes reģions","Dzērbenes vispārizglītojošā un mūzikas pamatskola","DZĒRBENE, DZĒRBENES PAGASTS, VECPIEBALGAS NOVADS, LV-4118","dzerbenesvsk@vecpiebalga.lv","64170479, 64170475","ĒRIKA","ARĀJA","Latviešu",44,"lauki"
051280,"4412801047","Vidzemes reģions","Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola","SKOLAS IELA 2, DRUSTI, DRUSTU PAGASTS, RAUNAS NOVADS, LV-4132","ojarsrode1@inbox.lv","29331935","OJĀRS","RODE","Latviešu",47,"lauki"
051301,"4413900339","Vidzemes reģions","Jaunpiebalgas vidusskola","GAUJAS IELA 41, JAUNPIEBALGA, JAUNPIEBALGAS PAGASTS, JAUNPIEBALGAS NOVADS, LV-4125","jpvsk@jvdc.edu.lv","64162266","ULLA","LOGINA","Latviešu",301,"lauki"
051302,"4413900337","Vidzemes reģions","Līgatnes novada vidusskola","STRAUTU IELA 4, LĪGATNE, LĪGATNES NOVADS, LV-4110","vidusskola@ligatne.lv","64153234","KINTIJA","BLŪMENTĀLE","Latviešu",213,"pilseta"
051303,"4419902648","Vidzemes reģions","Cēsu Valsts ģimnāzija","BĒRZAINES IELA 5, CĒSIS, CĒSU NOVADS, LV-4101","cvg@inbox.lv","64123611","GUNTA","BĒRZIŅA","Latviešu",363,"pilseta"
051307,"4413900341","Vidzemes reģions","Vecpiebalgas vidusskola","GAISMAS IELA 2, VECPIEBALGA, VECPIEBALGAS PAGASTS, VECPIEBALGAS NOVADS, LV-4122","vecpiebalga.vsk@vecpiebalga.lv","64161448","LOLITA","ŽAGARE","Latviešu",203,"lauki"
051308,"4413900335","Vidzemes reģions","Nītaures vidusskola","NĪTAURE, NĪTAURES PAGASTS, AMATAS NOVADS, LV-4112","nitaursk@inbox.lv","64164288","MĀRIS","ĶĒNIŅŠ","Latviešu",85,"lauki"
051309,"4413900336","Vidzemes reģions","Priekuļu vidusskola","CĒSU PROSPEKTS 46, PRIEKUĻI, PRIEKUĻU PAGASTS, PRIEKUĻU NOVADS, LV-4126","kanceleja@vidusskola.lv","64107830, 64107837","IVETA","APINE","Latviešu",401,"lauki"
051310,"4413900334","Vidzemes reģions","Stalbes vidusskola","Iktes, STALBE, STALBES PAGASTS, PĀRGAUJAS NOVADS, LV-4151","skola@stalbe.edu.lv","64134549","JOLANTA","DZENE","Latviešu",140,"lauki"
051311,"4419900342","Vidzemes reģions","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija","BĒRZAINES IELA 5, CĒSIS, CĒSU NOVADS, LV-4101","dacvg@skolas.cesis.lv","64122256","DACE","EGLĪTE","Latviešu",267,"pilseta"
051312,"4413900333","Vidzemes reģions","Raunas vidusskola","SKOLAS IELA 1, RAUNA, RAUNAS PAGASTS, RAUNAS NOVADS, LV-4131","raunask@cesis.edu.lv","64177012","ANITA","NEIMANE","Latviešu",181,"lauki"
051313,"4413903078","Vidzemes reģions","Cēsu Pilsētas vidusskola","BĒRZAINES IELA 5, CĒSIS, CĒSU NOVADS, LV-4101","vidusskola@cesis.lv","64107169","AIJA","SĪMANE","Latviešu",722,"pilseta"
051461,"4414601647","Vidzemes reģions","Cēsu 2. vakara (maiņu) vidusskola","LĪGATNES IELA 6, CĒSIS, CĒSU NOVADS, LV-4101","sarmite.svike@ievp.gov.lv","64123902","SARMĪTE","SVIĶE","Latviešu",32,"pilseta"
052202,"4422900347","Vidzemes reģions","Spāres internātpamatskola","""Spāres muiža"", SPĀRE, AMATAS PAGASTS, AMATAS NOVADS, LV-4139","sparesk@inbox.lv","64170076","AIVA","LAGZDIŅA","Latviešu",55,"lauki"
052301,"4423901098","Vidzemes reģions","Cēsu internātpamatskola - rehabilitācijas centrs","BĒRZAINES IELA 34, CĒSIS, CĒSU NOVADS, LV-4101","mezask@apollo.lv","64125233","ZIGMUNDS","OZOLS","Latviešu",160,"pilseta"
052302,"4423901099","Vidzemes reģions","Raiskuma internātpamatskola - rehabilitācijas centrs","""Dzelmes 5"", RAISKUMS, RAISKUMA PAGASTS, PĀRGAUJAS NOVADS, LV-4146","direkt@raiskint.apollo.lv","64107933, 64107936","HELĪ","OPINCĀNE","Latviešu",101,"lauki"
081202,"4412900948","Vidzemes reģions","Daukstes pamatskola","DAUKSTES, DAUKSTU PAGASTS, GULBENES NOVADS, LV-4429","daukstes@gulbene.lv","64430389","ANDA","PELSE","Latviešu",37,"lauki"
081203,"4412900951","Vidzemes reģions","Druvienas pamatskola","DRUVIENA, DRUVIENAS PAGASTS, GULBENES NOVADS, LV-4426","druviena@gulbene.lv","64430772","VELGA","ČERNOGLAZOVA","Latviešu",43,"lauki"
081204,"4412900947","Vidzemes reģions","Galgauskas pamatskola","GALGAUSKA, GALGAUSKAS PAGASTS, GULBENES NOVADS, LV-4428","galgauska@gulbene.lv","64472141","IVETA","DZENE","Latviešu",70,"lauki"
081206,"4412900945","Vidzemes reģions","K. Valdemāra pamatskola","PILSKALNS, BEĻAVAS PAGASTS, GULBENES NOVADS, LV-4409","valdemar@gulbene.lv","64400858","ĒRIKA","IVANOVA","Latviešu",59,"lauki"
081207,"4412900958","Vidzemes reģions","Litenes pamatskola","LITENE, LITENES PAGASTS, GULBENES NOVADS, LV-4405","litene@gulbene.lv","64493571, 29275529","SARMĪTE","LOCĀNE","Latviešu",44,"lauki"
081209,"4412900955","Vidzemes reģions","Rankas pamatskola","RANKA, RANKAS PAGASTS, GULBENES NOVADS, LV-4416","laima@gulbene.lv","64497140","LAIMA","BRAŠE","Latviešu",83,"lauki"
081212,"4412900962","Vidzemes reģions","Stāmerienas pamatskola","VECSTĀMERIENA, STĀMERIENAS PAGASTS, GULBENES NOVADS, LV-4406","stameriena@gulbene.lv","64472087,64472088","INESE","SOCKA","Latviešu",63,"lauki"
081214,"4412900959","Vidzemes reģions","Tirzas pamatskola","TIRZA, TIRZAS PAGASTS, GULBENES NOVADS, LV-4424","tirza@gulbene.lv","64473934","SVETLANA","ZIEPNIECE","Latviešu",80,"lauki"
081215,"4412900952","Vidzemes reģions","Stāķu pamatskola","Stāķi 7, STĀĶI, STRADU PAGASTS, GULBENES NOVADS, LV-4417","staki@gulbene.lv","64497253","DIĀNA","ŠĶĒLA","Latviešu",127,"lauki"
081301,"4413900967","Vidzemes reģions","Gulbenes vidusskola","SKOLAS IELA 12, GULBENE, GULBENES NOVADS, LV-4401","aimed@lanet.lv","64473302","AIVARS","MEDNIS","Latviešu",409,"pilseta"
081302,"4413900966","Vidzemes reģions","Gulbenes 2. vidusskola","LĪKĀ IELA 21, GULBENE, GULBENES NOVADS, LV-4401","2.vidusskola@gulbene.lv","64473443, 64474141","EDĪTE","KANAVIŅA","Latviešu",490,"pilseta"
081303,"4413900965","Vidzemes reģions","Gulbīša vidusskola","Gulbītis, JAUNGULBENE, JAUNGULBENES PAGASTS, GULBENES NOVADS, LV-4420","gulbis@gulbene.lv","64471779, 64471780","SARMĪTE","PURIŅA","Latviešu",62,"lauki"
081304,"4413900964","Vidzemes reģions","Lejasciema vidusskola","RĪGAS IELA 20, LEJASCIEMS, LEJASCIEMA PAGASTS, GULBENES NOVADS, LV-4412","lejasciems@sveiks.lv","64473136","INETA","MALTAVNIECE","Latviešu",114,"lauki"
081305,"4413900963","Vidzemes reģions","Lizuma vidusskola","""Pils"", LIZUMS, LIZUMA PAGASTS, GULBENES NOVADS, LV-4425","lizuma.vidusskola@gulbene.lv","64473732","IRĒNA","ĀBELTIŅA","Latviešu",134,"lauki"
081306,"4419902731","Vidzemes reģions","Gulbenes novada valsts ģimnāzija","SKOLAS IELA 10, GULBENE, GULBENES NOVADS, LV-4401","gimnazija@gulbene.lv","64473178","LIDIJA","ĶEĶERE","Latviešu",186,"pilseta"
081401,"4414900969","Vidzemes reģions","Gulbenes Vakara (maiņu) vidusskola","LĪKĀ IELA 21, GULBENE, GULBENES NOVADS, LV-4401","vakarskola@gulbene.lv","64473844","ZIGRĪDA","GABRĀNE","Latviešu",145,"pilseta"
082201,"4422900923","Vidzemes reģions","Sveķu internātpamatskola","""Aduliena"", JAUNGULBENES PAGASTS, GULBENES NOVADS, LV-4420","lats.a@inbox.lv","64430434","AIGARS","LASIS","Latviešu",59,"lauki"
161202,"4412900105","Vidzemes reģions","Cesvaines internātpamatskola","RĪGAS IELA 4, CESVAINE, CESVAINES NOVADS, LV-4871","cesintsk@cesvaine.lv","64852364, 64852363","ANITA","KANČA","Latviešu",53,"pilseta"
161203,"4412900126","Vidzemes reģions","Barkavas pamatskola","SKOLAS IELA 1, BARKAVA, BARKAVAS PAGASTS, MADONAS NOVADS, LV-4834","barkava.skola@inbox.lv","64825540","NORMUNDS","DZELME","Latviešu",85,"lauki"
161204,"4412900125","Vidzemes reģions","Bērzaunes pamatskola","BĒRZAUNES PAGASTS, MADONAS NOVADS, LV-4853","berzaunesskola@madona.lv","64825256","ILGA","GAILUMA","Latviešu",95,"lauki"
161205,"4412900124","Vidzemes reģions","Degumnieku pamatskola","SKOLAS IELA 13, DEGUMNIEKI, OŠUPES PAGASTS, MADONAS NOVADS, LV-4833","degumnieki.skola@tvnet.lv","64829617","DAIGA","RUBENE","Latviešu",51,"lauki"
161206,"4412900123","Vidzemes reģions","Dzelzavas pamatskola","Dzelzavas pils, DZELZAVA, DZELZAVAS PAGASTS, MADONAS NOVADS, LV-4873","dzelzsk@madona.lv","64852086","INDRA","ZUKURE","Latviešu",87,"lauki"
161210,"4412900120","Vidzemes reģions","Kusas pamatskola","SKOLAS IELA 3, KUSA, ARONAS PAGASTS, MADONAS NOVADS, LV-4847","kusasskola@madona.lv","64829855","AGRIS","SĀRS","Latviešu",73,"lauki"
161211,"4412900119","Vidzemes reģions","Lazdonas pamatskola","Jurģkalni, LAZDONA, LAZDONAS PAGASTS, MADONAS NOVADS, LV-4824","lazdonasskola@gmail.com","64807460","INESE","JUHNOVIČA","Latviešu",55,"lauki"
161213,"4412900117","Vidzemes reģions","Liezēres pamatskola","JAUNATNES IELA 6, OZOLI, LIEZĒRES PAGASTS, MADONAS NOVADS, LV-4884","ozolskola@inbox.lv","64807160","JOLANTA","STEPIŅA","Latviešu",78,"lauki"
